locus_tag	ftype	length_bp	gene	EC_number	COG	product
OIOADCLO_01057	CDS	741				response regulator
OIOADCLO_01058	gene	1734				
OIOADCLO_01058	CDS	1734				sensor histidine kinase
OIOADCLO_01059	gene	1080				
OIOADCLO_01059	CDS	1080				MmcQ/YjbR family DNA-binding protein
OIOADCLO_01060	gene	717				
OIOADCLO_01060	CDS	717				B3/4 domain-containing protein
OIOADCLO_01061	gene	474				
OIOADCLO_01061	CDS	474				arginine repressor
OIOADCLO_01062	gene	681				
OIOADCLO_01062	CDS	681				Crp/Fnr family transcriptional regulator
OIOADCLO_01063	gene	1236	arcA			
OIOADCLO_01063	CDS	1236	arcA	3.5.3.6		arginine deiminase
OIOADCLO_01064	gene	429				
OIOADCLO_01064	CDS	429				hypothetical protein
OIOADCLO_01065	gene	1014	argF			
OIOADCLO_01065	CDS	1014	argF	2.1.3.3		ornithine carbamoyltransferase
OIOADCLO_01066	gene	1494				
OIOADCLO_01066	CDS	1494				YfcC family protein
OIOADCLO_01067	gene	1332				
OIOADCLO_01067	CDS	1332				dipeptidase
OIOADCLO_01068	gene	951	arcC			
OIOADCLO_01068	CDS	951	arcC	2.7.2.2		carbamate kinase
OIOADCLO_01069	gene	993	asnA			
OIOADCLO_01069	CDS	993	asnA	6.3.1.1		aspartate--ammonia ligase
OIOADCLO_01070	gene	540	rsmD			
OIOADCLO_01070	CDS	540	rsmD	2.1.1.171		16S rRNA (guanine(966)-N(2))-methyltransferase RsmD
OIOADCLO_01071	gene	492	coaD			
OIOADCLO_01071	CDS	492	coaD	2.7.7.3		pantetheine-phosphate adenylyltransferase
OIOADCLO_01072	gene	1038				
OIOADCLO_01072	CDS	1038				PDZ domain-containing protein
OIOADCLO_01073	gene	183				
OIOADCLO_01073	CDS	183				LacI family transcriptional regulator
OIOADCLO_01074	gene	702				
OIOADCLO_01074	CDS	702				LacI family transcriptional regulator
OIOADCLO_01075	gene	621				
OIOADCLO_01075	CDS	621				hypothetical protein
OIOADCLO_01076	gene	1080	rlmN			
OIOADCLO_01076	CDS	1080	rlmN	2.1.1.192		23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN
OIOADCLO_01077	gene	627				
OIOADCLO_01077	CDS	627				A24 family peptidase
OIOADCLO_01078	gene	528				
OIOADCLO_01078	CDS	528				DNA starvation/stationary phase protection protein
OIOADCLO_01079	gene	222				
OIOADCLO_01079	CDS	222				YqgQ family protein
OIOADCLO_01080	gene	972				
OIOADCLO_01080	CDS	972		2.7.1.2		ROK family glucokinase
OIOADCLO_01081	gene	390				
OIOADCLO_01081	CDS	390				rhodanese-like domain-containing protein
OIOADCLO_01082	gene	1842	typA			
OIOADCLO_01082	CDS	1842	typA			translational GTPase TypA
OIOADCLO_01083	gene	252				
OIOADCLO_01083	CDS	252				hypothetical protein
OIOADCLO_01084	gene	1359	murD			
OIOADCLO_01084	CDS	1359	murD	6.3.2.9		UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase
OIOADCLO_01085	gene	1083				
OIOADCLO_01085	CDS	1083				UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
OIOADCLO_01086	gene	1149				
OIOADCLO_01086	CDS	1149				cell division protein FtsQ/DivIB
OIOADCLO_01087	gene	1365	ftsA			
OIOADCLO_01087	CDS	1365	ftsA			cell division protein FtsA
OIOADCLO_01088	gene	1320	ftsZ			
OIOADCLO_01088	CDS	1320	ftsZ			cell division protein FtsZ
OIOADCLO_01089	gene	672				
OIOADCLO_01089	CDS	672				YggS family pyridoxal phosphate-dependent enzyme
OIOADCLO_01090	gene	657				
OIOADCLO_01090	CDS	657				cell division protein SepF
OIOADCLO_01091	gene	255				
OIOADCLO_01091	CDS	255				YggT family protein
OIOADCLO_01092	gene	792				
OIOADCLO_01092	CDS	792				RNA-binding protein
OIOADCLO_01093	gene	759				
OIOADCLO_01093	CDS	759				DivIVA domain-containing protein
OIOADCLO_01094	gene	2802	ileS			
OIOADCLO_01094	CDS	2802	ileS	6.1.1.5		isoleucine--tRNA ligase
OIOADCLO_01095	gene	303				
OIOADCLO_01095	CDS	303				hypothetical protein
OIOADCLO_01096	gene	456				
OIOADCLO_01096	CDS	456				NUDIX hydrolase
OIOADCLO_01097	gene	2283				
OIOADCLO_01097	CDS	2283				ATP-dependent Clp protease ATP-binding subunit
OIOADCLO_01098	gene	231				
OIOADCLO_01098	CDS	231				YkuJ family protein
OIOADCLO_01099	gene	687				
OIOADCLO_01099	CDS	687				amino acid ABC transporter permease
OIOADCLO_01100	gene	735				
OIOADCLO_01100	CDS	735				amino acid ABC transporter ATP-binding protein
OIOADCLO_01101	gene	1410				
OIOADCLO_01101	CDS	1410				DNA photolyase family protein
OIOADCLO_01102	gene	1695				
OIOADCLO_01102	CDS	1695				phospho-sugar mutase
OIOADCLO_01103	gene	855				
OIOADCLO_01103	CDS	855				bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase
OIOADCLO_01104	gene	1341	xseA			
OIOADCLO_01104	CDS	1341	xseA	3.1.11.6		exodeoxyribonuclease VII large subunit
OIOADCLO_01105	gene	216				
OIOADCLO_01105	CDS	216		3.1.11.6		exodeoxyribonuclease VII small subunit
OIOADCLO_01106	gene	873				
OIOADCLO_01106	CDS	873				polyprenyl synthetase family protein
OIOADCLO_01107	gene	828				
OIOADCLO_01107	CDS	828				TlyA family RNA methyltransferase
OIOADCLO_01108	gene	471				
OIOADCLO_01108	CDS	471				arginine repressor
OIOADCLO_01109	gene	1662	recN			
OIOADCLO_01109	CDS	1662	recN			DNA repair protein RecN
OIOADCLO_01110	gene	942				
OIOADCLO_01110	CDS	942				LPXTG cell wall anchor domain-containing protein
OIOADCLO_01111	gene	840				
OIOADCLO_01111	CDS	840				DegV family protein
OIOADCLO_01112	gene	861				
OIOADCLO_01112	CDS	861				SGNH/GDSL hydrolase family protein
OIOADCLO_01113	gene	588				
OIOADCLO_01113	CDS	588				YpmS family protein
OIOADCLO_01114	gene	276				
OIOADCLO_01114	CDS	276				HU family DNA-binding protein
OIOADCLO_01115	gene	1143				
OIOADCLO_01115	CDS	1143				site-specific integrase
OIOADCLO_01116	gene	267				
OIOADCLO_01116	CDS	267				hypothetical protein
OIOADCLO_01117	gene	381				
OIOADCLO_01117	CDS	381				hypothetical protein
OIOADCLO_01118	gene	273				
OIOADCLO_01118	CDS	273				helix-turn-helix domain-containing protein
OIOADCLO_01119	gene	150				
OIOADCLO_01119	CDS	150				hypothetical protein
OIOADCLO_01120	gene	192				
OIOADCLO_01120	CDS	192				hypothetical protein
OIOADCLO_01121	gene	717				
OIOADCLO_01121	CDS	717				hypothetical protein
OIOADCLO_01122	gene	267				
OIOADCLO_01122	CDS	267				hypothetical protein
OIOADCLO_01123	gene	807				
OIOADCLO_01123	CDS	807				hypothetical protein
OIOADCLO_01124	gene	240				
OIOADCLO_01124	CDS	240				hypothetical protein
OIOADCLO_01125	gene	186				
OIOADCLO_01125	CDS	186				helix-turn-helix transcriptional regulator
OIOADCLO_01126	gene	312				
OIOADCLO_01126	CDS	312				hypothetical protein
OIOADCLO_01127	gene	186				
OIOADCLO_01127	CDS	186				hypothetical protein
OIOADCLO_01128	gene	390				
OIOADCLO_01128	CDS	390				hypothetical protein
OIOADCLO_01129	gene	234				
OIOADCLO_01129	CDS	234				hypothetical protein
OIOADCLO_01130	gene	141				
OIOADCLO_01130	CDS	141				hypothetical protein
OIOADCLO_01131	gene	207				
OIOADCLO_01131	CDS	207				hypothetical protein
OIOADCLO_01132	gene	330				
OIOADCLO_01132	CDS	330				hypothetical protein
OIOADCLO_01133	gene	930				
OIOADCLO_01133	CDS	930				hypothetical protein
OIOADCLO_01134	gene	798				
OIOADCLO_01134	CDS	798				hypothetical protein
OIOADCLO_01135	gene	168				
OIOADCLO_01135	CDS	168				hypothetical protein
OIOADCLO_01136	gene	342				
OIOADCLO_01136	CDS	342				hypothetical protein
OIOADCLO_01137	gene	513				
OIOADCLO_01137	CDS	513				hypothetical protein
OIOADCLO_01138	gene	270				
OIOADCLO_01138	CDS	270				hypothetical protein
OIOADCLO_01139	gene	75				
OIOADCLO_01139	tRNA	75				tRNA-Phe(gaa)
OIOADCLO_01140	gene	81				
OIOADCLO_01140	tRNA	81				tRNA-Tyr(gta)
OIOADCLO_01141	gene	71				
OIOADCLO_01141	tRNA	71				tRNA-Trp(cca)
OIOADCLO_01142	gene	75				
OIOADCLO_01142	tRNA	75				tRNA-His(gtg)
OIOADCLO_01143	gene	74				
OIOADCLO_01143	tRNA	74				tRNA-Gln(ttg)
OIOADCLO_01144	gene	84				
OIOADCLO_01144	tRNA	84				tRNA-Leu(caa)
OIOADCLO_01145	gene	228	ispE			
OIOADCLO_01145	CDS	228	ispE	2.7.1.148		Putative 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
OIOADCLO_01146	gene	444				
OIOADCLO_01146	CDS	444				zinc-dependent MarR family transcriptional regulator
OIOADCLO_01147	gene	720				
OIOADCLO_01147	CDS	720				metal ABC transporter ATP-binding protein
OIOADCLO_01148	gene	816				
OIOADCLO_01148	CDS	816				metal ABC transporter permease
OIOADCLO_01149	gene	384				
OIOADCLO_01149	CDS	384				HIT family protein
OIOADCLO_01150	gene	1257	tyrS			
OIOADCLO_01150	CDS	1257	tyrS	6.1.1.1		tyrosine--tRNA ligase
OIOADCLO_01151	gene	2301	pbp1b			
OIOADCLO_01151	CDS	2301	pbp1b			penicillin-binding protein PBP1B
OIOADCLO_01152	gene	3567	rpoB			
OIOADCLO_01152	CDS	3567	rpoB	2.7.7.6		DNA-directed RNA polymerase subunit beta
OIOADCLO_01153	gene	3642	rpoC			
OIOADCLO_01153	CDS	3642	rpoC	2.7.7.6		DNA-directed RNA polymerase subunit beta'
OIOADCLO_01154	gene	366				
OIOADCLO_01154	CDS	366				hypothetical protein
OIOADCLO_01155	gene	939	tadA_1			
OIOADCLO_01155	CDS	939	tadA_1			Flp pilus assembly complex ATPase component TadA
OIOADCLO_01156	gene	1023				
OIOADCLO_01156	CDS	1023				type II secretion system F family protein
OIOADCLO_01157	gene	327				
OIOADCLO_01157	CDS	327				hypothetical protein
OIOADCLO_01158	gene	429				
OIOADCLO_01158	CDS	429				hypothetical protein
OIOADCLO_01159	gene	285				
OIOADCLO_01159	CDS	285				competence protein ComG
OIOADCLO_01160	gene	435				
OIOADCLO_01160	CDS	435				competence protein ComG
OIOADCLO_01161	gene	327				
OIOADCLO_01161	CDS	327				hypothetical protein
OIOADCLO_01162	gene	954				
OIOADCLO_01162	CDS	954				class I SAM-dependent methyltransferase
OIOADCLO_01163	gene	1197				
OIOADCLO_01163	CDS	1197				acetate kinase
OIOADCLO_01164	gene	771	proC			
OIOADCLO_01164	CDS	771	proC	1.5.1.2		pyrroline-5-carboxylate reductase
OIOADCLO_01165	gene	1068	pepA			
OIOADCLO_01165	CDS	1068	pepA	3.4.11.7		glutamyl aminopeptidase
OIOADCLO_01166	gene	294				
OIOADCLO_01166	CDS	294				hypothetical protein
OIOADCLO_01167	gene	318				
OIOADCLO_01167	CDS	318				thioredoxin family protein
OIOADCLO_01168	gene	627				
OIOADCLO_01168	CDS	627				hypothetical protein
OIOADCLO_01169	gene	396				
OIOADCLO_01169	CDS	396				single-stranded DNA-binding protein
OIOADCLO_01170	gene	642				
OIOADCLO_01170	CDS	642				deoxynucleoside kinase
OIOADCLO_01171	gene	978	dusB			
OIOADCLO_01171	CDS	978	dusB	1.3.1.-		tRNA dihydrouridine synthase DusB
OIOADCLO_01172	gene	873	hslO			
OIOADCLO_01172	CDS	873	hslO			Hsp33 family molecular chaperone HslO
OIOADCLO_01173	gene	1494	nra_2			
OIOADCLO_01173	CDS	1494	nra_2			transcriptional regulator Nra
OIOADCLO_01174	gene	2274				
OIOADCLO_01174	CDS	2274				hypothetical protein
OIOADCLO_01175	gene	558	lepB_2			
OIOADCLO_01175	CDS	558	lepB_2	3.4.21.89		signal peptidase I
OIOADCLO_01176	gene	1023				
OIOADCLO_01176	CDS	1023				QVPTGV class sortase B protein-sorting domain-containing protein
OIOADCLO_01177	gene	714	srtB			
OIOADCLO_01177	CDS	714	srtB	3.4.22.71		class B sortase
OIOADCLO_01178	gene	648				
OIOADCLO_01178	CDS	648				fimbrial minor structural protein FctB
OIOADCLO_01179	gene	1323				
OIOADCLO_01179	CDS	1323				IS66 family transposase ISDeal1
OIOADCLO_01180	gene	228				
OIOADCLO_01180	CDS	228				hypothetical protein
OIOADCLO_01181	gene	351				
OIOADCLO_01181	CDS	351				hypothetical protein
OIOADCLO_01182	gene	684				
OIOADCLO_01182	CDS	684				hypothetical protein
OIOADCLO_01183	gene	666				
OIOADCLO_01183	CDS	666				hypothetical protein
OIOADCLO_01184	gene	1407				
OIOADCLO_01184	CDS	1407				short-chain fatty acid transporter
OIOADCLO_01185	gene	396				
OIOADCLO_01185	CDS	396				LysR family transcriptional regulator
OIOADCLO_01186	gene	420				
OIOADCLO_01186	CDS	420				LysR family transcriptional regulator
OIOADCLO_01187	gene	1185				
OIOADCLO_01187	CDS	1185				acetyl-CoA C-acetyltransferase
OIOADCLO_01188	gene	660				
OIOADCLO_01188	CDS	660				CoA transferase subunit A
OIOADCLO_01189	gene	648				
OIOADCLO_01189	CDS	648				3-oxoacid CoA-transferase subunit B
OIOADCLO_01190	gene	681				
OIOADCLO_01190	CDS	681				transcriptional regulator
OIOADCLO_01191	gene	366				
OIOADCLO_01191	CDS	366				RidA family protein
OIOADCLO_01192	gene	1020				
OIOADCLO_01192	CDS	1020				PTS fructose transporter subunit IIC
OIOADCLO_01193	gene	321				
OIOADCLO_01193	CDS	321				hypothetical protein
OIOADCLO_01194	gene	2022				
OIOADCLO_01194	CDS	2022		7.1.2.2		V-type ATP synthase subunit I
OIOADCLO_01195	gene	480				
OIOADCLO_01195	CDS	480		7.1.2.2		V-type ATP synthase subunit K
OIOADCLO_01196	gene	585				
OIOADCLO_01196	CDS	585				V-type ATP synthase subunit E
OIOADCLO_01197	gene	999				
OIOADCLO_01197	CDS	999				V-type ATPase subunit
OIOADCLO_01198	gene	321				
OIOADCLO_01198	CDS	321		7.1.2.2		V-type ATP synthase subunit F
OIOADCLO_01199	gene	1776				
OIOADCLO_01199	CDS	1776				V-type ATP synthase subunit A
OIOADCLO_01200	gene	1416				
OIOADCLO_01200	CDS	1416				V-type ATP synthase subunit B
OIOADCLO_01201	gene	627				
OIOADCLO_01201	CDS	627		7.1.2.2		V-type ATP synthase subunit D
OIOADCLO_01202	gene	1263				
OIOADCLO_01202	CDS	1263				toxic anion resistance protein
OIOADCLO_01203	gene	879				
OIOADCLO_01203	CDS	879				hypothetical protein
OIOADCLO_01204	gene	1293				
OIOADCLO_01204	CDS	1293		6.3.4.4		adenylosuccinate synthase
OIOADCLO_01205	gene	1044				
OIOADCLO_01205	CDS	1044				BMP family protein
OIOADCLO_01206	gene	540	nusG			
OIOADCLO_01206	CDS	540	nusG			transcription termination/antitermination protein NusG
OIOADCLO_01207	gene	1356	nga			
OIOADCLO_01207	CDS	1356	nga			nicotine adenine dinucleotide glycohydrolase
OIOADCLO_01208	gene	486				
OIOADCLO_01208	CDS	486				hypothetical protein
OIOADCLO_01209	gene	1716	slo			
OIOADCLO_01209	CDS	1716	slo			cholesterol-dependent cytolysin streptolysin O
OIOADCLO_01210	gene	432				
OIOADCLO_01210	CDS	432				hypothetical protein
OIOADCLO_01211	gene	237				
OIOADCLO_01211	CDS	237				hypothetical protein
OIOADCLO_01212	gene	168				
OIOADCLO_01212	CDS	168				hypothetical protein
OIOADCLO_01213	gene	1140				
OIOADCLO_01213	CDS	1140				PLP-dependent aspartate aminotransferase family protein
OIOADCLO_01214	gene	2502	leuS			
OIOADCLO_01214	CDS	2502	leuS	6.1.1.4		leucine--tRNA ligase
OIOADCLO_01215	gene	1434				
OIOADCLO_01215	CDS	1434				PTS sugar transporter subunit IIC
OIOADCLO_01216	gene	279				
OIOADCLO_01216	CDS	279				PTS sugar transporter subunit IIB
OIOADCLO_01217	gene	486				
OIOADCLO_01217	CDS	486				PTS sugar transporter subunit IIA
OIOADCLO_01218	gene	663				
OIOADCLO_01218	CDS	663				3-keto-L-gulonate-6-phosphate decarboxylase UlaD
OIOADCLO_01219	gene	864				
OIOADCLO_01219	CDS	864				L-ribulose-5-phosphate 3-epimerase
OIOADCLO_01220	gene	705				
OIOADCLO_01220	CDS	705		5.1.3.4		L-ribulose-5-phosphate 4-epimerase
OIOADCLO_01221	gene	1647				
OIOADCLO_01221	CDS	1647				transcription antiterminator
OIOADCLO_01222	gene	1092	ulaG			
OIOADCLO_01222	CDS	1092	ulaG	3.1.1.-		L-ascorbate 6-phosphate lactonase
OIOADCLO_01223	gene	1197				
OIOADCLO_01223	CDS	1197				glycine betaine/L-proline ABC transporter ATP-binding protein
OIOADCLO_01224	gene	1728				
OIOADCLO_01224	CDS	1728				ABC transporter permease/substrate binding protein
OIOADCLO_01225	gene	2643	polA			
OIOADCLO_01225	CDS	2643	polA	2.7.7.7		DNA polymerase I
OIOADCLO_01226	gene	456				
OIOADCLO_01226	CDS	456				CoA-binding protein
OIOADCLO_01227	gene	468	perR			
OIOADCLO_01227	CDS	468	perR			peroxide-responsive transcriptional repressor PerR
OIOADCLO_01228	gene	141				
OIOADCLO_01228	CDS	141				hypothetical protein
OIOADCLO_01229	gene	1335				
OIOADCLO_01229	CDS	1335				hypothetical protein
OIOADCLO_01230	gene	531	ybdM			
OIOADCLO_01230	CDS	531	ybdM		COG1475	putative protein YbdM
OIOADCLO_01231	gene	210				
OIOADCLO_01231	CDS	210				hypothetical protein
OIOADCLO_01232	gene	216				
OIOADCLO_01232	CDS	216				IS3 family transposase ISSpy1
OIOADCLO_01233	gene	921	lmb			
OIOADCLO_01233	CDS	921	lmb			metal ABC transporter substrate-binding lipoprotein/laminin-binding adhesin Lmb
OIOADCLO_01234	gene	2478				
OIOADCLO_01234	CDS	2478				pneumococcal-type histidine triad protein
OIOADCLO_01235	gene	201				
OIOADCLO_01235	CDS	201				CsbD family protein
OIOADCLO_01236	gene	627				
OIOADCLO_01236	CDS	627				ABC transporter ATP-binding protein
OIOADCLO_01237	gene	804				
OIOADCLO_01237	CDS	804				ABC transporter ATP-binding protein
OIOADCLO_01238	gene	822				
OIOADCLO_01238	CDS	822				ABC transporter permease
OIOADCLO_01239	gene	978				
OIOADCLO_01239	CDS	978				ABC transporter permease
OIOADCLO_01240	gene	1629				
OIOADCLO_01240	CDS	1629				ABC transporter substrate-binding protein
OIOADCLO_01241	gene	267				
OIOADCLO_01241	CDS	267				hypothetical protein
OIOADCLO_01242	gene	702	smeZ			
OIOADCLO_01242	CDS	702	smeZ			streptococcal mitogenic exotoxin SmeZ
OIOADCLO_01243	gene	507				
OIOADCLO_01243	CDS	507				hypothetical protein
OIOADCLO_01244	gene	441				
OIOADCLO_01244	CDS	441				hypothetical protein
OIOADCLO_01245	gene	75				
OIOADCLO_01245	tRNA	75				tRNA-Lys(ctt)
OIOADCLO_01246	gene	1269				
OIOADCLO_01246	CDS	1269				replication-associated recombination protein A
OIOADCLO_01247	gene	567				
OIOADCLO_01247	CDS	567				aminodeoxychorismate/anthranilate synthase component II
OIOADCLO_01248	gene	1758	pabB			
OIOADCLO_01248	CDS	1758	pabB	2.6.1.85		aminodeoxychorismate synthase component I
OIOADCLO_01249	gene	471				
OIOADCLO_01249	CDS	471				hypothetical protein
OIOADCLO_01250	gene	954	prmA			
OIOADCLO_01250	CDS	954	prmA			50S ribosomal protein L11 methyltransferase
OIOADCLO_01251	gene	750				
OIOADCLO_01251	CDS	750		2.1.1.193		16S rRNA (uracil(1498)-N(3))-methyltransferase
OIOADCLO_01252	gene	2187				
OIOADCLO_01252	CDS	2187		2.7.1.-		PTS transporter subunit IIBC
OIOADCLO_01253	gene	819				
OIOADCLO_01253	CDS	819				endonuclease/exonuclease/phosphatase family protein
OIOADCLO_01254	gene	483	nrdI_2			
OIOADCLO_01254	CDS	483	nrdI_2			class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI
OIOADCLO_01255	gene	1047	scl1_2			
OIOADCLO_01255	CDS	1047	scl1_2			LPXTG-anchored collagen-like adhesin Scl1/SclA
OIOADCLO_01256	gene	2220				
OIOADCLO_01256	CDS	2220				bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
OIOADCLO_01257	gene	444	dtd			
OIOADCLO_01257	CDS	444	dtd	3.1.1.96		D-aminoacyl-tRNA deacylase
OIOADCLO_01258	gene	1323	ska			
OIOADCLO_01258	CDS	1323	ska			streptokinase
OIOADCLO_01259	gene	849				
OIOADCLO_01259	CDS	849				PucR family transcriptional regulator
OIOADCLO_01260	gene	1134	ugpC			
OIOADCLO_01260	CDS	1134	ugpC			sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC
OIOADCLO_01261	gene	1614				
OIOADCLO_01261	CDS	1614				alpha-glucosidase
OIOADCLO_01262	gene	3498				
OIOADCLO_01262	CDS	3498		3.2.1.41		pullulanase
OIOADCLO_01263	gene	348				
OIOADCLO_01263	CDS	348				thioredoxin domain-containing protein
OIOADCLO_01264	gene	366	yajC			
OIOADCLO_01264	CDS	366	yajC			preprotein translocase subunit YajC
OIOADCLO_01265	gene	750				
OIOADCLO_01265	CDS	750				isoprenyl transferase
OIOADCLO_01266	gene	795				
OIOADCLO_01266	CDS	795				phosphatidate cytidylyltransferase
OIOADCLO_01267	gene	1260	rseP			
OIOADCLO_01267	CDS	1260	rseP			RIP metalloprotease RseP
OIOADCLO_01268	gene	1857				
OIOADCLO_01268	CDS	1857		6.1.1.15		proline--tRNA ligase
OIOADCLO_01269	gene	4398				
OIOADCLO_01269	CDS	4398		2.7.7.7		PolC-type DNA polymerase III
OIOADCLO_01270	gene	429				
OIOADCLO_01270	CDS	429				MarR family transcriptional regulator
OIOADCLO_01271	gene	543				
OIOADCLO_01271	CDS	543				NAD(P)H-dependent oxidoreductase
OIOADCLO_01272	gene	615	def			
OIOADCLO_01272	CDS	615	def	3.5.1.88		peptide deformylase
OIOADCLO_01273	gene	156				
OIOADCLO_01273	CDS	156				hypothetical protein
OIOADCLO_01274	gene	270	rpsO			
OIOADCLO_01274	CDS	270	rpsO			30S ribosomal protein S15
OIOADCLO_01275	gene	2061				
OIOADCLO_01275	CDS	2061				BglG family transcription antiterminator
OIOADCLO_01276	gene	285				
OIOADCLO_01276	CDS	285				PTS sugar transporter subunit IIB
OIOADCLO_01277	gene	1236				
OIOADCLO_01277	CDS	1236				PTS ascorbate transporter subunit IIC
OIOADCLO_01278	gene	729				
OIOADCLO_01278	CDS	729		2.2.1.2		transaldolase
OIOADCLO_01279	gene	2133	pnp			
OIOADCLO_01279	CDS	2133	pnp	2.7.7.8		polyribonucleotide nucleotidyltransferase
OIOADCLO_01280	gene	753				
OIOADCLO_01280	CDS	753				SseB family protein
OIOADCLO_01281	gene	582	cysE			
OIOADCLO_01281	CDS	582	cysE	2.3.1.30		serine O-acetyltransferase
OIOADCLO_01282	gene	231				
OIOADCLO_01282	CDS	231				hypothetical protein
OIOADCLO_01283	gene	1344	cysS			
OIOADCLO_01283	CDS	1344	cysS	6.1.1.16		cysteine--tRNA ligase
OIOADCLO_01284	gene	414				
OIOADCLO_01284	CDS	414				Mini-ribonuclease 3
OIOADCLO_01285	gene	798				
OIOADCLO_01285	CDS	798				hypothetical protein
OIOADCLO_01286	gene	747	rlmB			
OIOADCLO_01286	CDS	747	rlmB			23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB
OIOADCLO_01287	gene	519				
OIOADCLO_01287	CDS	519				NYN domain-containing protein
OIOADCLO_01288	gene	861				
OIOADCLO_01288	CDS	861				DegV family protein
OIOADCLO_01289	gene	507				
OIOADCLO_01289	CDS	507				hypothetical protein
OIOADCLO_01290	gene	207				
OIOADCLO_01290	CDS	207				helix-turn-helix transcriptional regulator
OIOADCLO_01291	gene	447	rplM			
OIOADCLO_01291	CDS	447	rplM			50S ribosomal protein L13
OIOADCLO_01292	gene	393	rpsI			
OIOADCLO_01292	CDS	393	rpsI			30S ribosomal protein S9
OIOADCLO_01293	gene	336				
OIOADCLO_01293	CDS	336				type II toxin-antitoxin system RelE/ParE family toxin
OIOADCLO_01294	gene	288				
OIOADCLO_01294	CDS	288				DNA-damage-inducible protein J
OIOADCLO_01295	gene	774				
OIOADCLO_01295	CDS	774				DeoR/GlpR family DNA-binding transcription regulator
OIOADCLO_01296	gene	429	lacA_2			
OIOADCLO_01296	CDS	429	lacA_2	5.3.1.26		galactose-6-phosphate isomerase subunit LacA
OIOADCLO_01297	gene	516	lacB_2			
OIOADCLO_01297	CDS	516	lacB_2	5.3.1.26		galactose-6-phosphate isomerase subunit LacB
OIOADCLO_01298	gene	930				
OIOADCLO_01298	CDS	930		2.7.1.144		tagatose-6-phosphate kinase
OIOADCLO_01299	gene	984	lacD_2			
OIOADCLO_01299	CDS	984	lacD_2	4.1.2.40		tagatose-bisphosphate aldolase
OIOADCLO_01300	gene	318				
OIOADCLO_01300	CDS	318				PTS lactose/cellobiose transporter subunit IIA
OIOADCLO_01301	gene	1698				
OIOADCLO_01301	CDS	1698		2.7.1.207		lactose-specific PTS transporter subunit EIIC
OIOADCLO_01302	gene	1407	lacG			
OIOADCLO_01302	CDS	1407	lacG	3.2.1.85		6-phospho-beta-galactosidase
OIOADCLO_01303	gene	147				
OIOADCLO_01303	CDS	147				type A2 lanthipeptide
OIOADCLO_01304	gene	1626				
OIOADCLO_01304	CDS	1626				hypothetical protein
OIOADCLO_01305	gene	363				
OIOADCLO_01305	CDS	363				ATP-binding cassette domain-containing protein
OIOADCLO_01306	gene	738				
OIOADCLO_01306	CDS	738				ABC transporter ATP-binding protein
OIOADCLO_01307	gene	1908	yxdM			
OIOADCLO_01307	CDS	1908	yxdM			ABC transporter permease protein YxdM
OIOADCLO_01308	gene	1563				
OIOADCLO_01308	CDS	1563				ATP-binding protein
OIOADCLO_01309	gene	606				
OIOADCLO_01309	CDS	606				response regulator transcription factor
OIOADCLO_01310	gene	192				
OIOADCLO_01310	CDS	192				hypothetical protein
OIOADCLO_01311	gene	1581				
OIOADCLO_01311	CDS	1581		2.1.1.72		type I restriction-modification system subunit M
OIOADCLO_01312	gene	1200				
OIOADCLO_01312	CDS	1200				hypothetical protein
OIOADCLO_01313	gene	2979				
OIOADCLO_01313	CDS	2979				type I restriction endonuclease subunit R
OIOADCLO_01314	gene	1143				
OIOADCLO_01314	CDS	1143				glycerate kinase
OIOADCLO_01315	gene	924				
OIOADCLO_01315	CDS	924				ABC transporter ATP-binding protein
OIOADCLO_01316	gene	1071				
OIOADCLO_01316	CDS	1071				ABC transporter ATP-binding protein
OIOADCLO_01317	gene	927				
OIOADCLO_01317	CDS	927				ABC transporter permease
OIOADCLO_01318	gene	1503				
OIOADCLO_01318	CDS	1503				ABC transporter permease
OIOADCLO_01319	gene	1971				
OIOADCLO_01319	CDS	1971				peptide ABC transporter substrate-binding protein
OIOADCLO_01320	gene	1233	pbp3_2			
OIOADCLO_01320	CDS	1233	pbp3_2	3.4.16.4		D-alanyl-D-alanine carboxypeptidase PBP3
OIOADCLO_01321	gene	1182				
OIOADCLO_01321	CDS	1182				serine hydrolase
OIOADCLO_01322	gene	1419	sufB			
OIOADCLO_01322	CDS	1419	sufB			Fe-S cluster assembly protein SufB
OIOADCLO_01323	gene	480				
OIOADCLO_01323	CDS	480				SUF system NifU family Fe-S cluster assembly protein
OIOADCLO_01324	gene	1227				
OIOADCLO_01324	CDS	1227				cysteine desulfurase
OIOADCLO_01325	gene	1263	sufD			
OIOADCLO_01325	CDS	1263	sufD			Fe-S cluster assembly protein SufD
